id,name_event,id_sport
621,"Speed Skating Women's 3,000 metres",54
622,"Speed Skating Women's 5,000 metres",54
623,Speed Skating Women's 500 metres,54
624,Speed Skating Women's Team Pursuit (6 laps),54
625,"Swimming Men's 1,000 metres Freestyle",55
626,"Swimming Men's 1,200 metres Freestyle",55
627,"Swimming Men's 1,500 metres Freestyle",55
628,Swimming Men's 10 kilometres Open Water,55
629,Swimming Men's 100 Yard Backstroke,55
630,Swimming Men's 100 metres Backstroke,55
631,Swimming Men's 100 metres Breaststroke,55
632,Swimming Men's 100 metres Butterfly,55
633,Swimming Men's 100 metres Freestyle,55
634,Swimming Men's 100 metres Freestyle For Sailors,55
635,Swimming Men's 100 yard Freestyle,55
636,Swimming Men's 200 metres Backstroke,55
637,Swimming Men's 200 metres Breaststroke,55
638,Swimming Men's 200 metres Butterfly,55
639,Swimming Men's 200 metres Freestyle,55
640,Swimming Men's 200 metres Individual Medley,55
641,Swimming Men's 200 metres Obstacle Course,55
642,Swimming Men's 200 metres Team Swimming,55
643,Swimming Men's 220 yard Freestyle,55
644,Swimming Men's 4 x 100 metres Freestyle Relay,55
645,Swimming Men's 4 x 100 metres Medley Relay,55
646,Swimming Men's 4 x 200 metres Freestyle Relay,55
647,Swimming Men's 4 x 250 metres Freestyle Relay,55
648,Swimming Men's 4 x 50 Yard Freestyle Relay,55
649,"Swimming Men's 4,000 metres Freestyle",55
650,Swimming Men's 400 metres Breaststroke,55
651,Swimming Men's 400 metres Freestyle,55
652,Swimming Men's 400 metres Individual Medley,55
653,Swimming Men's 440 Yard Breaststroke,55
654,Swimming Men's 440 yard Freestyle,55
655,Swimming Men's 50 metres Freestyle,55
656,Swimming Men's 50 yard Freestyle,55
657,Swimming Men's 500 metres Freestyle,55
658,Swimming Men's 880 yard Freestyle,55
659,Swimming Men's One Mile Freestyle,55
660,Swimming Men's Plunge For Distance,55
661,Swimming Men's Underwater Swimming,55
662,Swimming Women's 10 kilometres Open Water,55
663,Swimming Women's 100 metres Backstroke,55
664,Swimming Women's 100 metres Breaststroke,55
665,Swimming Women's 100 metres Butterfly,55
666,Swimming Women's 100 metres Freestyle,55
667,Swimming Women's 200 metres Backstroke,55
668,Swimming Women's 200 metres Breaststroke,55
669,Swimming Women's 200 metres Butterfly,55
670,Swimming Women's 200 metres Freestyle,55
671,Swimming Women's 200 metres Individual Medley,55
672,Swimming Women's 300 metres Freestyle,55
673,Swimming Women's 4 x 100 metres Freestyle Relay,55
674,Swimming Women's 4 x 100 metres Medley Relay,55
675,Swimming Women's 4 x 200 metres Freestyle Relay,55
676,Swimming Women's 400 metres Freestyle,55
677,Swimming Women's 400 metres Individual Medley,55
678,Swimming Women's 50 metres Freestyle,55
679,Swimming Women's 800 metres Freestyle,55
680,Synchronized Swimming Women's Duet,56
681,Synchronized Swimming Women's Solo,56
682,Synchronized Swimming Women's Team,56
683,Table Tennis Men's Doubles,57
684,Table Tennis Men's Singles,57
685,Table Tennis Men's Team,57
686,Table Tennis Women's Doubles,57
687,Table Tennis Women's Singles,57
688,Table Tennis Women's Team,57
689,Taekwondo Men's Featherweight,58
690,Taekwondo Men's Flyweight,58
691,Taekwondo Men's Heavyweight,58
692,Taekwondo Men's Welterweight,58
693,Taekwondo Women's Featherweight,58
694,Taekwondo Women's Flyweight,58
695,Taekwondo Women's Heavyweight,58
696,Taekwondo Women's Welterweight,58
697,Tennis Men's Doubles,59
698,"Tennis Men's Doubles, Covered Courts",59
699,Tennis Men's Singles,59
700,"Tennis Men's Singles, Covered Courts",59
701,Tennis Mixed Doubles,59
702,"Tennis Mixed Doubles, Covered Courts",59
703,Tennis Women's Doubles,59
704,Tennis Women's Singles,59
705,"Tennis Women's Singles, Covered Courts",59
706,Trampolining Men's Individual,60
707,Trampolining Women's Individual,60
708,Triathlon Men's Olympic Distance,61
709,Triathlon Women's Olympic Distance,61
710,Tug-Of-War Men's Tug-Of-War,62
711,Volleyball Men's Volleyball,63
712,Volleyball Women's Volleyball,63
713,Water Polo Men's Water Polo,64
714,Water Polo Women's Water Polo,64
715,Weightlifting Men's All-Around Dumbbell Contest,65
716,Weightlifting Men's Bantamweight,65
717,Weightlifting Men's Featherweight,65
718,Weightlifting Men's Flyweight,65
719,Weightlifting Men's Heavyweight,65
720,Weightlifting Men's Heavyweight I,65
721,Weightlifting Men's Heavyweight II,65
722,Weightlifting Men's Light-Heavyweight,65
723,Weightlifting Men's Lightweight,65
724,Weightlifting Men's Middle-Heavyweight,65
725,Weightlifting Men's Middleweight,65
726,Weightlifting Men's Super-Heavyweight,65
727,"Weightlifting Men's Unlimited, One Hand",65
728,"Weightlifting Men's Unlimited, Two Hands",65
729,Weightlifting Women's Featherweight,65
730,Weightlifting Women's Flyweight,65
731,Weightlifting Women's Heavyweight,65
732,Weightlifting Women's Light-Heavyweight,65
733,Weightlifting Women's Lightweight,65
734,Weightlifting Women's Middleweight,65
735,Weightlifting Women's Super-Heavyweight,65
736,"Wrestling Men's All-Around, Greco-Roman",66
737,"Wrestling Men's Bantamweight, Freestyle",66
738,"Wrestling Men's Bantamweight, Greco-Roman",66
739,"Wrestling Men's Featherweight, Freestyle",66
740,"Wrestling Men's Featherweight, Greco-Roman",66
741,"Wrestling Men's Flyweight, Freestyle",66
742,"Wrestling Men's Flyweight, Greco-Roman",66
743,"Wrestling Men's Heavyweight, Freestyle",66
744,"Wrestling Men's Heavyweight, Greco-Roman",66
745,"Wrestling Men's Light-Flyweight, Freestyle",66
746,"Wrestling Men's Light-Flyweight, Greco-Roman",66
747,"Wrestling Men's Light-Heavyweight, Freestyle",66
748,"Wrestling Men's Light-Heavyweight, Greco-Roman",66
749,"Wrestling Men's Lightweight, Freestyle",66
750,"Wrestling Men's Lightweight, Greco-Roman",66
751,"Wrestling Men's Middleweight A, Greco-Roman",66
752,"Wrestling Men's Middleweight B, Greco-Roman",66
753,"Wrestling Men's Middleweight, Freestyle",66
754,"Wrestling Men's Middleweight, Greco-Roman",66
755,"Wrestling Men's Super-Heavyweight, Freestyle",66
756,"Wrestling Men's Super-Heavyweight, Greco-Roman",66
757,"Wrestling Men's Unlimited Class, Greco-Roman",66
758,"Wrestling Men's Welterweight, Freestyle",66
759,"Wrestling Men's Welterweight, Greco-Roman",66
760,"Wrestling Women's Featherweight, Freestyle",66
761,"Wrestling Women's Flyweight, Freestyle",66
762,"Wrestling Women's Heavyweight, Freestyle",66
763,"Wrestling Women's Light-Heavyweight, Freestyle",66
764,"Wrestling Women's Lightweight, Freestyle",66
765,"Wrestling Women's Middleweight, Freestyle",66
